date,state,npa_plz,latitude,longitude,total_healthy,total_sick_guess_no_corona,total_sick_guess_corona,total_sick_corona_confirmed,total_recovered_confirmed,total_recovered_not_confirmed
2020-03-26,VD,1077,46.5734,6.77662,1,0,0,0,0,0
2020-03-26,FR,1699,46.5984,6.86956,1,0,0,0,0,0
2020-03-26,NE,2054,47.0729,6.92559,3,0,0,0,0,0
2020-03-26,VS,1906,46.1213,7.13673,1,0,0,0,0,0
2020-03-26,VS,1947,46.066,7.23322,0,0,1,0,0,0
2020-03-26,FR,1533,46.7849,6.88499,1,0,0,0,0,0
2020-03-26,NE,2016,46.944,6.84792,3,0,0,0,0,0
2020-03-26,BS,4051,47.5577,7.59366,1,0,0,0,0,0
2020-03-26,VD,1143,46.555,6.41656,1,0,0,0,0,0
2020-03-26,VD,1404,46.7704,6.69113,0,0,0,0,0,1
2020-03-26,FR,1482,46.809,6.86159,1,0,1,0,0,0
2020-03-26,ZH,8302,47.458,8.58538,1,0,0,0,0,0
2020-03-26,JU,2916,47.4174,6.95286,1,0,0,0,0,0
2020-03-26,NE,2014,46.9689,6.83713,0,0,0,0,0,1
2020-03-26,BE,4538,47.2541,7.67756,1,0,0,0,0,0
2020-03-26,ZH,8047,47.3828,8.53081,1,0,0,0,0,0
2020-03-26,NE,2114,46.8952,6.58983,0,1,0,0,0,0
2020-03-26,BE,4704,47.2662,7.70381,1,0,0,0,0,0
2020-03-26,SO,2544,47.2085,7.41884,1,0,0,0,0,0
2020-03-26,SO,4513,47.2217,7.51553,1,0,0,0,0,0
2020-03-26,VD,1001,46.5196,6.63233,1,0,0,0,0,0
2020-03-26,BE,2735,47.232,7.28501,1,0,0,0,0,0
2020-03-26,BE,3072,46.9559,7.49559,0,0,1,0,0,0
2020-03-26,SO,4702,47.2879,7.72268,1,0,0,0,0,0
2020-03-26,ZH,8008,47.3771,8.53955,1,0,0,0,0,0
2020-03-26,VD,1116,46.5725,6.45321,1,0,0,0,0,0
2020-03-26,VD,1414,46.6967,6.74929,1,0,0,0,0,0
2020-03-26,BE,3715,46.4737,7.55514,1,0,0,0,0,0
2020-03-26,NE,2316,46.9973,6.73019,1,0,0,0,0,0
2020-03-26,VD,1427,46.8487,6.6697,1,0,0,0,0,0
2020-03-26,VS,1899,46.3203,6.87658,1,0,0,0,0,0
2020-03-26,BL,4466,47.4731,7.87841,0,0,0,0,0,1
2020-03-26,ZH,8800,47.2875,8.5592,1,0,0,0,0,0
2020-03-26,VD,1446,46.7877,6.49944,1,0,0,0,0,0
2020-03-26,VD,1124,46.5852,6.51182,0,0,1,0,0,0
2020-03-26,ZH,8902,47.3798,8.42249,0,0,0,0,0,1
2020-03-26,ZH,8953,47.402,8.39834,2,0,0,0,0,0
2020-03-26,ZH,8903,47.3537,8.43545,1,0,0,0,0,0
2020-03-26,BE,2608,47.1765,7.07265,1,0,0,0,0,0
2020-03-26,LU,6005,47.0471,8.32522,1,0,0,0,0,0
2020-03-26,ZH,8404,47.4968,8.73431,2,0,0,0,0,0
2020-03-26,VD,1552,46.7748,6.92181,1,0,0,0,0,0
2020-03-26,SG,8715,47.2193,8.89504,1,0,0,0,0,0
2020-03-26,SG,8882,47.1194,9.24978,1,0,0,0,0,0
2020-03-26,BL,4410,47.4854,7.72573,1,0,0,0,0,0
2020-03-26,VS,1873,46.1917,6.88894,0,1,0,0,0,0
2020-03-26,VD,1832,46.4489,6.91388,0,0,0,1,1,0
2020-03-26,ZH,8036,47.3828,8.53081,1,0,0,0,0,0
2020-03-26,TI,6900,46.0079,8.97601,1,0,0,0,0,0
2020-03-26,BE,2827,47.3313,7.55302,0,0,0,0,0,1
2020-03-26,ZH,8952,47.395,8.44891,0,0,0,0,0,1
2020-03-26,BE,3293,47.126,7.34868,1,0,0,0,0,0
2020-03-26,BS,4057,47.5487,7.58768,1,0,0,0,0,0
2020-03-26,FR,1695,46.7169,7.01664,1,0,0,0,0,0
2020-03-26,GR,7457,46.4578,9.66231,1,0,0,0,0,0
2020-03-27,VD,1012,46.5263,6.65689,49,4,3,0,0,2
2020-03-27,VD,1097,46.5004,6.73385,4,0,1,0,0,0
2020-03-27,BE,3000,46.9476,7.40646,1,0,0,0,0,0
2020-03-27,VD,1009,46.5215,6.6695,55,0,7,1,0,4
2020-03-27,VD,1030,46.5523,6.55006,28,0,2,0,0,3
2020-03-27,TI,6612,46.1551,8.76597,2,0,0,0,0,0
2020-03-27,VD,1024,46.5272,6.55068,24,1,2,0,0,4
2020-03-27,VD,1066,46.5507,6.66843,26,0,4,0,0,0
2020-03-27,VD,1005,46.5196,6.63233,77,4,6,0,0,1
2020-03-27,VD,1092,46.5269,6.68728,18,0,3,2,0,1
2020-03-27,VD,1018,46.552,6.65231,59,2,3,0,0,1
2020-03-27,FR,1630,46.6075,7.04615,22,0,1,0,0,0
2020-03-27,FR,1615,46.5289,6.84814,2,0,0,0,0,0
2020-03-27,VD,1110,46.514,6.49313,30,1,1,0,0,2
2020-03-27,VD,1136,46.5288,6.44066,3,0,0,0,0,0
2020-03-27,GE,1201,46.2058,6.14139,24,1,3,0,0,0
2020-03-27,GE,1213,46.1825,6.10362,27,2,2,0,0,0
2020-03-27,VS,1907,46.1363,7.18429,6,0,0,0,0,0
2020-03-27,VD,1004,46.5196,6.63233,128,4,15,2,0,12
2020-03-27,VD,1006,46.5196,6.63233,65,1,8,1,0,6
2020-03-27,VD,1010,46.552,6.65231,45,3,3,1,0,3
2020-03-27,VD,1197,46.4007,6.25511,4,1,0,0,0,0
2020-03-27,NE,2068,47.0153,6.92269,6,0,0,0,0,0
2020-03-27,VD,1164,46.4659,6.41282,1,0,0,0,0,0
2020-03-27,GE,1205,46.2058,6.14139,56,1,2,0,0,1
2020-03-27,VD,1814,46.4549,6.86935,20,0,0,0,0,1
2020-03-27,GE,1204,46.2058,6.14139,6,0,1,0,0,1
2020-03-27,FR,1470,46.8496,6.85668,7,0,1,0,0,0
2020-03-27,VD,1806,46.464,6.88208,6,0,2,0,0,0
2020-03-27,GE,1234,46.172,6.15828,7,0,0,0,0,0
2020-03-27,VD,1053,46.5966,6.64064,22,0,2,1,0,3
2020-03-27,NE,2012,46.9775,6.87869,3,0,0,0,0,0
2020-03-27,VD,1091,46.5034,6.72197,16,0,0,1,0,1
2020-03-27,FR,1700,46.8042,7.15974,43,3,5,0,0,0
2020-03-27,VD,1162,46.4854,6.44719,11,0,0,0,0,0
2020-03-27,NE,2300,47.1102,6.83338,20,1,0,0,0,1
2020-03-27,FR,1565,46.874,6.96896,3,0,0,0,0,0
2020-03-27,VS,1976,46.2581,7.30761,1,0,2,0,0,0
2020-03-27,VD,1081,46.5813,6.73056,2,0,0,0,0,0
2020-03-27,VD,1042,46.6242,6.57486,13,2,0,0,0,0
2020-03-27,NE,2000,47.0094,6.9381,19,0,2,0,0,1
2020-03-27,VD,1055,46.5982,6.69172,8,0,3,0,0,1
2020-03-27,VS,1950,46.2304,7.36599,13,1,2,0,0,0
2020-03-27,VD,1094,46.5084,6.67363,9,0,1,0,0,0
2020-03-27,BE,3422,47.0814,7.56906,1,0,0,0,0,0
2020-03-27,FR,1618,46.5215,6.94591,9,0,0,0,0,2
2020-03-27,NE,2035,46.9851,6.87557,1,0,0,0,0,0
2020-03-27,VD,1417,46.7142,6.64441,4,0,0,0,0,0
2020-03-27,VD,1037,46.6014,6.6085,8,0,0,0,0,0
2020-03-27,VD,1052,46.5548,6.64014,31,1,6,1,0,1
2020-03-27,FR,1663,46.5777,7.08049,4,0,0,0,0,0
2020-03-27,VD,1090,46.5161,6.70255,10,0,1,0,0,1
2020-03-27,VD,1054,46.5899,6.58589,8,0,1,0,0,0
2020-03-27,VD,1023,46.5585,6.57731,17,0,0,0,0,0
2020-03-27,NE,2013,46.9696,6.86092,7,0,0,0,0,0
2020-03-27,VD,1000,46.552,6.65231,7,0,1,0,0,0
2020-03-27,VD,1003,46.552,6.65231,40,2,2,1,0,1
2020-03-27,VS,1874,46.1588,6.84583,3,0,0,0,0,0
2020-03-27,FR,1568,46.8994,6.95693,1,0,0,0,0,2
2020-03-27,GE,1206,46.2084,6.1427,21,1,2,1,0,1
2020-03-27,VD,1096,46.4991,6.7317,7,0,0,0,0,0
2020-03-27,VD,1020,46.5353,6.59366,34,1,6,0,0,3
2020-03-27,VD,1095,46.5151,6.69896,31,0,4,0,0,0
2020-03-27,VD,1800,46.4642,6.84805,33,2,0,0,0,1
2020-03-27,VD,1122,46.5562,6.50891,1,0,0,0,0,0
2020-03-27,FR,1652,46.6248,7.11427,3,0,0,0,0,0
2020-03-27,VD,1260,46.3864,6.22624,35,1,2,0,0,0
2020-03-27,VD,1043,46.6511,6.67197,3,0,0,0,0,0
2020-03-27,GE,1224,46.1936,6.1815,9,0,3,0,0,1
2020-03-27,VD,1613,46.5531,6.87864,4,0,0,0,0,0
2020-03-27,GE,1202,46.2058,6.14139,29,5,1,0,0,3
2020-03-27,NE,2017,46.9531,6.80775,6,0,0,0,0,0
2020-03-27,ZH,8004,47.3828,8.53081,7,0,1,0,0,3
2020-03-27,VD,1072,46.5379,6.76285,1,0,1,0,0,0
2020-03-27,JU,2942,47.4284,7.12625,1,0,0,0,0,0
2020-03-27,VD,1007,46.5196,6.63233,77,1,9,0,0,3
2020-03-27,VD,1022,46.528,6.57367,18,2,0,0,0,3
2020-03-27,VS,3960,46.2783,7.51565,6,0,0,0,0,1
2020-03-27,JU,2902,47.3877,7.07682,1,0,0,0,0,0
2020-03-27,VD,1008,46.5389,6.60497,45,1,4,0,0,1
2020-03-27,VD,1027,46.5299,6.51693,5,0,0,0,0,0
2020-03-27,VD,1041,46.6123,6.69362,6,0,1,1,0,0
2020-03-27,VD,1196,46.4198,6.27291,11,0,0,0,0,0
2020-03-27,GE,1226,46.1961,6.20442,10,2,1,0,0,1
2020-03-27,VD,1093,46.5133,6.67741,10,1,0,0,0,0
2020-03-27,VD,1026,46.5194,6.5338,13,0,1,0,0,0
2020-03-27,BE,3006,46.9452,7.46987,3,0,0,0,0,0
2020-03-27,VD,1422,46.8146,6.64445,6,0,1,0,0,0
2020-03-27,VD,1844,46.4038,6.96895,8,0,0,0,0,0
2020-03-27,VD,1373,46.7065,6.56894,12,0,0,0,0,1
2020-03-27,VD,1170,46.4906,6.38512,3,0,1,1,0,1
2020-03-27,VD,1400,46.7743,6.63711,47,3,2,0,0,4
2020-03-27,VS,1936,46.1001,7.22528,2,0,3,1,0,3
2020-03-27,VD,1323,46.6847,6.46105,2,1,0,0,0,0
2020-03-27,VD,1290,46.2915,6.14541,8,0,2,1,0,2
2020-03-27,VD,1033,46.5781,6.59439,14,0,1,0,0,0
2020-03-27,VS,1893,46.2791,6.92632,2,0,0,0,0,0
2020-03-27,FR,1752,46.7944,7.12514,11,0,2,0,0,0
2020-03-27,GE,1214,46.2107,6.09444,2,0,0,0,0,0
2020-03-27,VD,1441,46.7981,6.6039,1,0,0,0,0,0
2020-03-27,GE,1284,46.1481,5.97986,3,0,1,0,0,0
2020-03-27,VD,1350,46.727,6.54304,7,1,3,0,0,0
2020-03-27,VD,1112,46.5269,6.4934,1,0,0,1,0,0
2020-03-27,TI,6872,45.8722,8.99375,1,0,0,0,0,0
2020-03-27,GE,1233,46.1785,6.06815,14,1,1,0,0,2
2020-03-27,GE,1247,46.2747,6.23305,5,0,0,0,0,0
2020-03-27,VS,1974,46.2986,7.37556,3,0,0,0,0,0
2020-03-27,GE,1203,46.2058,6.14139,50,2,3,1,0,1
2020-03-27,VD,1885,46.2992,7.05585,1,0,0,0,0,0
2020-03-27,VD,1820,46.4518,6.94079,17,2,1,0,0,2
2020-03-27,GE,1252,46.243,6.23493,1,0,0,0,0,0
2020-03-27,VD,1002,46.5196,6.63233,1,0,0,0,0,0
2020-03-27,GE,1208,46.2084,6.1427,20,0,3,0,0,0
2020-03-27,VD,1125,46.5319,6.47459,1,0,0,1,0,0
2020-03-27,FR,1675,46.6164,6.84941,2,0,0,0,0,0
2020-03-27,VD,1025,46.5121,6.53907,17,0,2,1,0,1
2020-03-27,GE,1217,46.2322,6.07887,18,4,3,0,0,0
2020-03-27,GE,1207,46.2058,6.14139,20,1,3,0,0,0
2020-03-27,GE,1225,46.1974,6.19682,7,0,0,0,0,0
2020-03-27,VD,1523,46.7643,6.88644,4,0,0,0,0,0
2020-03-27,VD,1269,46.4894,6.1991,2,0,0,0,0,1
2020-03-27,FR,3280,46.9359,7.14296,0,0,2,0,0,0
2020-03-27,VD,1430,46.8077,6.58335,2,0,0,0,0,0
2020-03-27,VS,1934,46.0671,7.2151,0,0,0,1,0,1
2020-03-27,FR,1634,46.6913,7.1586,1,0,0,0,0,0
2020-03-27,VD,1374,46.7004,6.60406,3,0,0,0,0,0
2020-03-27,VD,1031,46.5729,6.54388,4,0,0,0,0,0
2020-03-27,VD,1080,46.5682,6.75443,2,1,0,0,0,0
2020-03-27,ZG,6318,47.1085,8.53265,1,0,0,0,0,0
2020-03-27,GE,1227,46.1805,6.14507,21,3,2,0,0,0
2020-03-27,GE,1223,46.2177,6.18528,6,1,1,0,0,0
2020-03-27,ZH,8102,47.4102,8.46606,1,0,0,0,0,0
2020-03-27,FR,1773,46.8331,7.02315,2,0,0,0,0,0
2020-03-27,VD,1028,46.5161,6.529,15,1,1,0,0,2
2020-03-27,VD,1426,46.8671,6.71738,1,0,0,0,0,0
2020-03-27,VD,1296,46.3214,6.18889,3,0,1,0,0,0
2020-03-27,FR,1625,46.6387,6.99049,5,0,0,0,0,1
2020-03-27,VD,1315,46.6545,6.50475,6,0,0,0,0,0
2020-03-27,VD,1134,46.5138,6.47359,6,0,0,0,0,0
2020-03-27,FR,1696,46.7042,7.05586,1,0,0,0,0,0
2020-03-27,VD,1803,46.4886,6.8216,11,0,0,0,0,0
2020-03-27,FR,1637,46.5989,7.19983,13,0,0,0,0,0
2020-03-27,VS,1921,46.0821,7.1003,0,0,1,0,0,0
2020-03-27,VD,1040,46.6385,6.6352,21,1,0,0,0,0
2020-03-27,VD,1530,46.8191,6.93474,10,2,0,0,0,0
2020-03-27,VS,1870,46.2404,6.91518,11,0,1,1,0,0
2020-03-27,VD,1802,46.471,6.82827,8,0,1,0,0,0
2020-03-27,VS,1997,46.1361,7.31587,1,0,1,0,0,0
2020-03-27,VD,1443,46.7835,6.5637,1,0,1,0,0,0
2020-03-27,GE,1253,46.219,6.20349,2,0,0,0,0,0
2020-03-27,VD,1804,46.4944,6.871,2,0,0,0,0,0
2020-03-27,VD,1113,46.5462,6.49042,1,0,0,0,0,0
2020-03-27,ZH,8134,47.3094,8.52135,1,0,0,0,0,0
2020-03-27,VD,1098,46.4951,6.74623,2,0,0,0,0,0
2020-03-27,TI,6982,46.0002,8.90016,1,0,0,0,0,0
2020-03-27,VD,1815,46.4409,6.8908,10,0,1,0,0,0
2020-03-27,FR,1638,46.6236,7.08631,3,0,0,0,0,0
2020-03-27,VD,1610,46.5619,6.80532,6,0,0,0,0,1
2020-03-27,VD,1543,46.8738,6.93212,0,0,0,0,0,1
2020-03-27,FR,1410,46.7039,6.75892,5,1,1,0,0,0
2020-03-27,VD,1412,46.7345,6.66598,4,0,0,0,0,0
2020-03-27,JU,2900,47.4213,7.07101,9,0,0,0,0,0
2020-03-27,VD,1822,46.4435,6.91138,5,0,0,0,0,0
2020-03-27,VD,1337,46.7079,6.3714,3,0,0,0,0,0
2020-03-27,VD,1180,46.4576,6.33156,6,1,1,0,0,0
2020-03-27,FR,1670,46.624,6.85155,3,0,0,0,0,0
2020-03-27,VS,1938,46.0363,7.11306,1,0,0,0,0,0
2020-03-27,ZH,8037,47.397,8.52301,1,0,0,0,0,0
2020-03-27,GE,1257,46.1432,6.1137,1,0,0,0,0,0
2020-03-27,FR,1633,46.6562,7.04973,3,0,0,0,0,0
2020-03-27,GE,1200,46.2058,6.14139,2,1,1,0,0,0
2020-03-27,VD,1880,46.2556,7.08897,6,0,0,0,0,0
2020-03-27,VS,1971,46.256,7.38086,1,0,0,0,0,1
2020-03-27,VD,1070,46.5086,6.7841,3,0,1,0,0,3
2020-03-27,VS,1955,46.215,7.19706,2,0,0,0,0,1
2020-03-27,VD,1423,46.8426,6.63501,0,0,0,0,0,1
2020-03-27,VD,1115,46.5731,6.47738,1,0,0,0,0,0
2020-03-27,ZH,8005,47.3828,8.53081,6,0,0,0,0,0
2020-03-27,GE,1222,46.2314,6.19961,14,0,0,0,0,1
2020-03-27,BE,2603,47.1987,7.26331,1,0,0,0,0,0
2020-03-27,FR,1669,46.483,7.0536,2,1,0,0,0,0
2020-03-27,VD,1845,46.383,6.89613,2,0,0,0,0,0
2020-03-27,VD,1354,46.734,6.51209,1,0,0,0,0,0
2020-03-27,VD,1303,46.5988,6.54128,9,0,0,0,0,0
2020-03-27,FR,1627,46.6147,6.98626,1,0,0,0,0,0
2020-03-27,VS,1890,46.1981,7.00949,3,0,0,0,0,0
2020-03-27,VD,1082,46.601,6.73034,3,0,1,0,0,0
2020-03-27,VD,1083,46.5863,6.76087,3,0,0,0,0,0
2020-03-27,VD,1035,46.6087,6.56391,1,0,0,0,0,0
2020-03-27,VS,1896,46.336,6.84917,4,0,0,0,0,0
2020-03-27,VD,1278,46.3902,6.12006,3,0,0,0,0,0
2020-03-27,FR,1754,46.7812,7.0963,3,0,0,0,0,0
2020-03-27,VD,1297,46.3365,6.18488,7,0,0,0,0,0
2020-03-27,FR,1628,46.6084,7.00471,5,0,0,0,0,0
2020-03-27,JU,2350,47.2458,7.01999,1,0,0,0,0,0
2020-03-27,ZH,8003,47.3771,8.53955,8,0,0,0,0,0
2020-03-27,VD,1317,46.6673,6.53565,1,0,0,0,0,0
2020-03-27,NE,2074,47.0093,7.0121,3,0,0,0,0,0
2020-03-27,GE,1228,46.1639,6.11884,9,0,0,0,0,0
2020-03-27,VD,1607,46.5491,6.83525,2,0,1,0,0,0
2020-03-27,VS,1872,46.2328,6.88523,3,0,0,0,0,0
2020-03-27,VD,1073,46.5489,6.72701,8,0,1,0,0,1
2020-03-27,FR,1782,46.8287,7.09504,2,0,0,0,0,0
2020-03-27,GE,1288,46.1862,6.04195,4,0,0,0,0,0
2020-03-27,GE,1209,46.2058,6.14139,7,0,0,0,0,0
2020-03-27,VD,1011,46.5254,6.64295,0,0,1,0,0,0
2020-03-27,BE,3012,46.9482,7.44001,3,0,0,0,0,0
2020-03-27,VD,1304,46.5992,6.48466,5,0,0,0,0,1
2020-03-27,VD,1347,46.6202,6.23343,1,0,1,1,0,0
2020-03-27,ZH,8006,47.3771,8.53955,9,0,0,0,0,0
2020-03-27,VS,1920,46.1072,7.08083,21,1,4,0,0,0
2020-03-27,VS,1926,46.1575,7.11174,2,0,1,0,0,0
2020-03-27,VS,1941,46.0922,7.15627,2,0,0,1,0,0
2020-03-27,ZH,8050,47.3828,8.53081,7,1,1,0,0,1
2020-03-27,VS,1965,46.3093,7.31139,7,0,1,0,0,0
2020-03-27,FR,1757,46.8022,7.03655,1,0,0,0,0,2
2020-03-27,ZH,8048,47.3828,8.53081,5,0,0,0,0,1
2020-03-27,ZH,8032,47.3828,8.53081,3,0,0,0,0,0
2020-03-27,ZH,8049,47.3828,8.53081,2,0,0,0,0,0
2020-03-27,VS,3976,46.2789,7.49794,2,0,0,0,0,0
2020-03-27,VS,3963,46.2983,7.48809,2,0,1,0,0,0
2020-03-27,NE,2072,47.0245,6.98866,2,0,1,0,0,0
2020-03-27,JU,2855,47.3269,7.18444,1,0,0,0,0,0
2020-03-27,FR,1616,46.512,6.85741,3,0,1,0,0,0
2020-03-27,JU,2802,47.3647,7.2815,1,0,0,0,0,0
2020-03-27,VS,1967,46.2336,7.39884,1,0,0,0,0,0
2020-03-27,GE,1251,46.2456,6.26787,3,0,0,1,0,0
2020-03-27,GE,1219,46.192,6.12188,12,2,2,0,0,0
2020-03-27,GR,7500,46.4903,9.81759,1,0,0,0,0,0
2020-03-27,ZH,8055,47.3828,8.53081,6,0,0,0,0,0
2020-03-27,VD,1405,46.7557,6.66845,3,0,0,0,0,0
2020-03-27,GE,1285,46.1485,5.99906,6,0,0,0,0,0
2020-03-27,VS,1904,46.138,7.03187,2,0,0,0,0,0
2020-03-27,ZH,8122,47.3574,8.62763,1,0,0,0,0,0
2020-03-27,VD,1032,46.5608,6.60851,3,0,0,0,0,0
2020-03-27,GE,1242,46.2141,6.03656,2,1,0,0,0,0
2020-03-27,VD,1372,46.6812,6.56626,0,0,1,0,0,0
2020-03-27,JU,2932,47.4533,7.09544,2,0,0,0,0,0
2020-03-27,VD,1510,46.6429,6.7782,3,0,0,0,0,0
2020-03-27,FR,1617,46.5351,6.88047,6,0,0,0,0,0
2020-03-27,JU,2800,47.3751,7.33292,16,1,0,0,0,0
2020-03-27,FR,1731,46.0729,7.03187,1,0,0,0,0,0
2020-03-27,ZH,8803,47.3043,8.54701,1,0,0,0,0,0
2020-03-27,BE,3008,46.9436,7.41822,1,0,0,0,0,0
2020-03-27,FR,1772,46.8347,7.06588,1,0,0,0,0,0
2020-03-27,FR,1725,46.7606,7.0953,5,0,0,0,0,0
2020-03-27,ZH,8001,47.3828,8.53081,3,0,0,0,0,0
2020-03-27,FR,1667,46.5724,7.08357,1,0,0,0,0,0
2020-03-27,FR,1723,46.776,7.1492,2,0,0,1,0,1
2020-03-27,VD,1416,46.7001,6.67557,3,0,0,0,0,0
2020-03-27,VD,1882,46.2794,7.09473,4,0,0,0,0,0
2020-03-27,GL,8752,47.0823,9.00653,1,0,0,0,0,0
2020-03-27,FR,1680,46.6997,6.91569,3,1,0,0,0,0
2020-03-27,VD,1312,46.6515,6.54288,1,0,0,0,0,0
2020-03-27,FR,1661,46.5913,7.03636,1,0,0,0,0,0
2020-03-27,FR,1542,46.8567,6.91091,4,0,0,0,0,0
2020-03-27,FR,1674,46.6393,6.83644,2,0,0,0,0,0
2020-03-27,JU,2950,47.3929,7.12187,1,0,0,0,0,0
2020-03-27,FR,1475,46.7811,6.72042,2,0,0,0,0,0
2020-03-27,FR,1724,46.7387,7.14101,2,0,0,0,0,1
2020-03-27,NE,2087,47.0326,7.01385,1,0,0,0,0,0
2020-03-27,FR,1614,46.5243,6.80516,2,0,0,0,0,0
2020-03-27,VD,1306,46.6286,6.54961,1,0,0,0,0,0
2020-03-27,VD,1862,46.3837,7.05921,1,0,0,0,0,0
2020-03-27,ZH,8413,47.5375,8.66669,1,0,0,0,0,0
2020-03-27,FR,1483,46.8268,6.86344,3,0,0,0,0,0
2020-03-27,JU,2854,47.3351,7.24078,2,0,0,0,0,0
2020-03-27,AG,5304,47.5307,8.29013,1,0,0,0,0,0
2020-03-27,VD,1823,46.414,6.92468,1,0,0,0,0,0
2020-03-27,NE,2036,46.9805,6.86956,1,0,0,0,0,0
2020-03-27,VD,1172,46.4836,6.34894,1,0,1,0,0,0
2020-03-27,BE,2517,47.1182,7.11771,1,0,0,0,0,0
2020-03-27,NE,2207,47.0094,6.85004,1,0,0,0,0,0
2020-03-27,VD,1807,46.4779,6.92197,12,0,1,0,0,0
2020-03-27,VD,1805,46.4876,6.84654,3,0,0,0,0,0
2020-03-27,LU,6216,47.1713,8.06333,1,0,0,0,0,0
2020-03-27,VD,1038,46.6916,6.7062,9,0,0,0,0,0
2020-03-27,VS,1897,46.3677,6.85951,1,0,0,0,0,0
2020-03-27,VD,1816,46.4491,6.89164,2,0,0,0,0,0
2020-03-27,VS,3966,46.2477,7.53015,1,0,0,0,0,0
2020-03-27,FR,1643,46.6773,7.07685,1,0,0,0,0,0
2020-03-27,LU,6030,47.0782,8.33155,1,0,0,0,0,0
2020-03-27,FR,1709,46.8042,7.15974,1,0,0,0,0,0
2020-03-27,BL,4142,47.5186,7.61745,1,0,0,0,0,0
2020-03-27,AG,5453,47.4038,8.32108,1,0,0,0,0,0
2020-03-27,SZ,8832,47.188,8.7021,1,0,0,0,0,0
2020-03-27,AG,5615,47.2897,8.24311,1,0,0,0,0,0
2020-03-27,BE,4933,47.1704,7.77056,1,0,0,0,0,0
